id,tenant_id,student_id,evaluator_id,evaluated_at,age_years,weight_kg,height_cm,wingspan_cm,waist_cm,hip_cm,imc,rce,sit_and_reach_cm,abdominal_reps,horizontal_jump_cm,medicine_ball_m,square_test_s,sprint_20m_s,run_6min_m,classifications,ai_diagnosis,notes,created_at,updated_at,ai_technical,ai_family,ai_goals,demo_data
008daf57-b86a-4128-9b26-1c9062768105,07cc7290-5d3f-421b-a514-b21d6a683494,79703351-7d9e-443e-ab7b-889e4ae83fd5,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,36.40,143.60,141.60,59.20,,17.65,0.412,33.00,40,186.00,4.70,6.20,3.72,1260.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Excelente"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
edef5122-344a-4b06-9589-8d613717a281,07cc7290-5d3f-421b-a514-b21d6a683494,58d25b2c-d532-41e8-8117-8935a072bbcf,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,41.30,151.00,150.00,64.00,,18.11,0.424,31.00,35,175.00,4.20,6.55,3.92,1150.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
bbdb7034-a9e3-45e5-9bee-ef664392c60a,07cc7290-5d3f-421b-a514-b21d6a683494,58d25b2c-d532-41e8-8117-8935a072bbcf,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,42.50,151.80,150.80,63.60,,18.44,0.419,32.50,38,181.00,4.50,6.40,3.84,1210.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Bom"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4f2b8bb6-3bfa-4bcc-aedb-9f62166fe9cc,07cc7290-5d3f-421b-a514-b21d6a683494,58d25b2c-d532-41e8-8117-8935a072bbcf,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,43.70,152.60,151.60,63.20,,18.77,0.414,34.00,41,187.00,4.80,6.25,3.76,1270.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Bom"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
e31992bb-e9b7-4e2d-a415-147f636449eb,07cc7290-5d3f-421b-a514-b21d6a683494,93241dfc-7db9-4d12-b601-e000ccb7dc2c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,41.60,143.00,143.00,56.50,,20.34,0.395,28.00,36,168.00,4.30,6.40,3.80,1160.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
3f21ef2a-2bc1-40a0-8961-eaa63b29beb7,07cc7290-5d3f-421b-a514-b21d6a683494,93241dfc-7db9-4d12-b601-e000ccb7dc2c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,42.80,143.80,143.80,56.10,,20.70,0.390,29.50,39,174.00,4.60,6.25,3.72,1220.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2dfeff54-e8ce-449c-bf72-f5b40267f15b,07cc7290-5d3f-421b-a514-b21d6a683494,93241dfc-7db9-4d12-b601-e000ccb7dc2c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,44.00,144.60,144.60,55.70,,21.04,0.385,31.00,42,180.00,4.90,6.10,3.64,1280.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
0ca91773-f375-42ba-bf40-7cd3787048f3,07cc7290-5d3f-421b-a514-b21d6a683494,015c0cf2-812a-4b73-a14b-2cc5c20e1ce5,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,47.90,151.00,152.00,60.50,,21.01,0.401,29.00,37,169.00,4.40,6.45,3.84,1170.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
ddfedf2f-0a0f-498f-98b9-3395cbcaac47,07cc7290-5d3f-421b-a514-b21d6a683494,015c0cf2-812a-4b73-a14b-2cc5c20e1ce5,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,13,49.10,151.80,152.80,60.10,,21.31,0.396,30.50,40,175.00,4.70,6.30,3.76,1230.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
afe2d51b-bf72-4974-9b38-d06d3a538c90,07cc7290-5d3f-421b-a514-b21d6a683494,015c0cf2-812a-4b73-a14b-2cc5c20e1ce5,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,50.30,152.60,153.60,59.70,,21.60,0.391,32.00,43,181.00,5.00,6.15,3.68,1290.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Excelente"", ""flex"": ""Razoável"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Muito Bom"", ""square"": ""Bom""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2b517107-a2df-4bf5-99ca-81065741d999,07cc7290-5d3f-421b-a514-b21d6a683494,e67199e8-2f17-4dba-8681-ffdb8b47b1b0,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,54.20,157.00,159.00,61.50,,21.99,0.392,30.00,38,170.00,4.50,6.50,3.88,1180.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
eb010e18-deb1-4f92-a7f3-4fddaa7a878b,07cc7290-5d3f-421b-a514-b21d6a683494,e67199e8-2f17-4dba-8681-ffdb8b47b1b0,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,13,55.40,157.80,159.80,61.10,,22.25,0.387,31.50,41,176.00,4.80,6.35,3.80,1240.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
afda446e-9323-4e0e-85fa-221122966793,07cc7290-5d3f-421b-a514-b21d6a683494,e67199e8-2f17-4dba-8681-ffdb8b47b1b0,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,56.60,158.60,160.60,60.70,,22.50,0.383,33.00,44,182.00,5.10,6.20,3.72,1300.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
1ac8906f-8375-4c5e-9db7-6c3d9a532346,07cc7290-5d3f-421b-a514-b21d6a683494,46035e79-b322-4513-8564-be20e185b23a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,15,57.00,163.00,161.00,65.50,,21.45,0.402,31.00,34,171.00,4.10,6.55,3.92,1190.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Razoável"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
12019ec8-73af-40ef-81de-185c3fe7cd11,07cc7290-5d3f-421b-a514-b21d6a683494,46035e79-b322-4513-8564-be20e185b23a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,15,58.20,163.80,161.80,65.10,,21.69,0.397,32.50,37,177.00,4.40,6.40,3.84,1250.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
00340e5b-111f-43c3-90b3-73076379cc70,07cc7290-5d3f-421b-a514-b21d6a683494,46035e79-b322-4513-8564-be20e185b23a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,15,59.40,164.60,162.60,64.70,,21.92,0.393,34.00,40,183.00,4.70,6.25,3.76,1310.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Muito Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4ce4eeb8-a829-4c45-8c1f-ccc5a8e5b44f,07cc7290-5d3f-421b-a514-b21d6a683494,52a2a4f0-5a41-41b4-8137-6c0732c8f911,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,15,65.30,171.00,170.00,66.50,,22.33,0.389,28.00,35,172.00,4.20,6.40,3.80,1200.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
630867c9-b509-485b-a4f3-e60ad045761c,07cc7290-5d3f-421b-a514-b21d6a683494,52a2a4f0-5a41-41b4-8137-6c0732c8f911,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,15,66.50,171.80,170.80,66.10,,22.53,0.385,29.50,38,178.00,4.50,6.25,3.72,1260.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Fraco"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
39999a3e-f0d4-4058-aca6-eb939f6202cd,07cc7290-5d3f-421b-a514-b21d6a683494,52a2a4f0-5a41-41b4-8137-6c0732c8f911,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,15,67.70,172.60,171.60,65.70,,22.73,0.381,31.00,41,184.00,4.80,6.10,3.64,1320.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
dedaafaa-6e2f-4521-a8ea-5f6148e457a2,07cc7290-5d3f-421b-a514-b21d6a683494,906f5d6c-6c8b-42da-925b-0661de419241,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,16,58.60,175.00,175.00,70.50,,19.13,0.403,29.00,36,173.00,4.30,6.45,3.84,1120.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
242af7f0-5cb9-41bd-8562-9fb2d0a2b42b,07cc7290-5d3f-421b-a514-b21d6a683494,906f5d6c-6c8b-42da-925b-0661de419241,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,17,59.80,175.80,175.80,70.10,,19.35,0.399,30.50,39,179.00,4.60,6.30,3.76,1180.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
a9b658da-be03-43f6-bb84-26f3a79ede5e,07cc7290-5d3f-421b-a514-b21d6a683494,906f5d6c-6c8b-42da-925b-0661de419241,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,17,61.00,176.60,176.60,69.70,,19.56,0.395,32.00,42,185.00,4.90,6.15,3.68,1240.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Muito Bom"", ""square"": ""Razoável""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
5cab8d57-e79e-4a6d-b8ba-33dce1b59058,07cc7290-5d3f-421b-a514-b21d6a683494,626f59c2-e58b-4efd-b9b8-ef27277c0617,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,9,33.90,143.00,144.00,61.00,,16.58,0.427,30.00,37,174.00,4.40,6.50,3.88,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
78b1b2a5-eef1-41a6-93c8-6adeac08abbe,07cc7290-5d3f-421b-a514-b21d6a683494,626f59c2-e58b-4efd-b9b8-ef27277c0617,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,10,35.10,143.80,144.80,60.60,,16.97,0.421,31.50,40,180.00,4.70,6.35,3.80,1190.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Excelente"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
7813303d-4e9b-480a-b55c-fe65a24dfd35,07cc7290-5d3f-421b-a514-b21d6a683494,626f59c2-e58b-4efd-b9b8-ef27277c0617,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,10,36.30,144.60,145.60,60.20,,17.36,0.416,33.00,43,186.00,5.00,6.20,3.72,1250.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Excelente"", ""flex"": ""Excelente"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
051e8350-5204-4345-aefb-d418ce11d8a2,07cc7290-5d3f-421b-a514-b21d6a683494,b742e3cc-188d-4833-90d8-bf5e29339991,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,10,37.20,140.00,142.00,56.50,,18.98,0.404,31.00,38,175.00,4.50,6.55,3.92,1140.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Bom"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Muito Bom"", ""square"": ""Bom""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
d76609ce-2831-4764-814f-13a7f0628c06,07cc7290-5d3f-421b-a514-b21d6a683494,b742e3cc-188d-4833-90d8-bf5e29339991,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,38.40,140.80,142.80,56.10,,19.37,0.398,32.50,41,181.00,4.80,6.40,3.84,1200.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Excelente"", ""flex"": ""Bom"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Muito Bom"", ""square"": ""Razoável""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2965acbe-b81e-44aa-bf95-094c458476f2,07cc7290-5d3f-421b-a514-b21d6a683494,b742e3cc-188d-4833-90d8-bf5e29339991,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,39.60,141.60,143.60,55.70,,19.75,0.393,34.00,44,187.00,5.10,6.25,3.76,1260.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Excelente"", ""flex"": ""Bom"", ""jump"": ""Excelente"", ""run6"": ""Muito Bom"", ""mball"": ""Excelente"", ""sprint"": ""Muito Bom"", ""square"": ""Bom""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
04be548d-1ffa-4685-a59b-3a21016cd974,07cc7290-5d3f-421b-a514-b21d6a683494,b8f26dce-e597-463a-b9f2-fa51bb99a16a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,40.00,144.00,142.00,57.50,,19.29,0.399,26.00,30,156.00,3.70,6.80,4.00,1070.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
ffaf93da-5fbc-43f0-a868-2c7579119a6b,07cc7290-5d3f-421b-a514-b21d6a683494,b8f26dce-e597-463a-b9f2-fa51bb99a16a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,41.20,144.80,142.80,57.10,,19.65,0.394,27.50,33,162.00,4.00,6.65,3.92,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
c7bfd90b-c00f-4e97-a471-bab530c3da78,07cc7290-5d3f-421b-a514-b21d6a683494,b8f26dce-e597-463a-b9f2-fa51bb99a16a,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,42.40,145.60,143.60,56.70,,20.00,0.389,29.00,36,168.00,4.30,6.50,3.84,1190.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
be2a979e-70d1-4d69-9351-60171295b5fd,07cc7290-5d3f-421b-a514-b21d6a683494,ad603bdf-b9af-4f86-b83f-ee133b597565,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,42.30,147.00,146.00,60.00,,19.58,0.408,27.00,31,157.00,3.80,6.85,4.04,1080.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
f92101a1-6bc3-4bb3-ab42-71e6750ea841,07cc7290-5d3f-421b-a514-b21d6a683494,ad603bdf-b9af-4f86-b83f-ee133b597565,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,43.50,147.80,146.80,59.60,,19.91,0.403,28.50,34,163.00,4.10,6.70,3.96,1140.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2cb516a1-1c21-4adb-8777-3573f1d5f080,07cc7290-5d3f-421b-a514-b21d6a683494,ad603bdf-b9af-4f86-b83f-ee133b597565,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,44.70,148.60,147.60,59.20,,20.24,0.398,30.00,37,169.00,4.40,6.55,3.88,1200.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
45fa33df-6c36-4a75-8779-0cff0d4871ba,07cc7290-5d3f-421b-a514-b21d6a683494,4d9fa599-16b9-4623-840e-c4025152f438,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,47.60,152.00,152.00,61.00,,20.60,0.401,28.00,32,158.00,3.90,6.90,4.08,1090.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
1d009bf2-83b9-48ff-b80e-ee07cc1e20da,07cc7290-5d3f-421b-a514-b21d6a683494,4d9fa599-16b9-4623-840e-c4025152f438,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,48.80,152.80,152.80,60.60,,20.90,0.397,29.50,35,164.00,4.20,6.75,4.00,1150.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
